Date,Count,HiLimit,LoLimit
11/19/2017,9,50,10
11/20/2017,20,50,10
11/21/2017,14,50,10
11/22/2017,3,50,10
11/23/2017,10,50,10
11/24/2017,11,50,10
11/25/2017,4,50,10
11/26/2017,12,50,10
11/27/2017,22,50,10
11/28/2017,8,50,10
11/29/2017,28,50,10
11/30/2017,17,50,10
12/1/2017,10,50,10
12/2/2017,4,50,10
12/3/2017,8,50,10
12/4/2017,12,50,10
12/5/2017,4,50,10
12/6/2017,17,50,10
12/7/2017,2,50,10
12/8/2017,6,50,10
12/9/2017,5,50,10
12/10/2017,8,50,10
12/11/2017,3,50,10
12/12/2017,8,50,10
12/13/2017,7,50,10
12/14/2017,4,50,10
12/15/2017,2,50,10
12/16/2017,1,50,10
12/17/2017,4,50,10
12/18/2017,6,50,10
12/19/2017,4,50,10
12/20/2017,6,50,10
12/21/2017,9,50,10
12/22/2017,8,50,10
12/23/2017,1,50,10
12/24/2017,0,50,10
12/25/2017,5,50,10
12/26/2017,14,50,10
12/27/2017,6,50,10
12/28/2017,3,50,10
12/29/2017,7,50,10
12/30/2017,5,50,10
12/31/2017,4,50,10
1/1/2018,3,50,10
1/2/2018,2,50,10
1/3/2018,11,50,10
1/4/2018,6,50,10
1/5/2018,8,50,10
1/6/2018,3,50,10
1/7/2018,4,50,10
1/8/2018,14,50,10
1/9/2018,10,50,10
1/10/2018,12,50,10
1/11/2018,6,50,10
1/12/2018,6,50,10
1/13/2018,6,50,10
1/14/2018,4,50,10
1/15/2018,15,50,10
1/16/2018,29,50,10
1/17/2018,12,50,10
1/18/2018,7,50,10
1/19/2018,15,50,10
1/20/2018,5,50,10
1/21/2018,17,50,10
1/22/2018,16,50,10
1/23/2018,26,50,10
1/24/2018,24,50,10
1/25/2018,19,50,10
1/26/2018,17,50,10
1/27/2018,11,50,10
1/28/2018,20,50,10
1/29/2018,22,50,10
1/30/2018,39,50,10
1/31/2018,29,50,10
2/1/2018,33,50,10
2/2/2018,16,50,10
2/3/2018,8,50,10
2/4/2018,12,50,10
2/5/2018,24,50,10
2/6/2018,15,50,10
2/7/2018,11,50,10
2/8/2018,16,50,10
2/9/2018,28,50,10
2/10/2018,14,50,10
2/11/2018,6,50,10
2/12/2018,28,50,10
2/13/2018,23,50,10
2/14/2018,17,50,10
2/15/2018,23,50,10
2/16/2018,19,50,10
2/17/2018,22,50,10
2/18/2018,30,50,10
2/19/2018,20,50,10
2/20/2018,25,50,10
2/21/2018,20,50,10
2/22/2018,22,50,10
2/23/2018,12,50,10
2/24/2018,11,50,10
2/25/2018,2,50,10
2/26/2018,17,50,10
2/27/2018,22,50,10
2/28/2018,18,50,10
3/1/2018,13,50,10
3/2/2018,19,50,10
3/3/2018,0,50,10
3/4/2018,8,50,10
3/5/2018,29,50,10
3/6/2018,31,50,10
3/7/2018,29,50,10
3/8/2018,15,50,10
3/9/2018,11,50,10
3/10/2018,10,50,10
3/11/2018,3,50,10
3/12/2018,10,50,10
3/13/2018,15,50,10
3/14/2018,13,50,10
3/15/2018,12,50,10
3/16/2018,17,50,10
3/17/2018,3,50,10
3/18/2018,12,50,10
3/19/2018,13,50,10
3/20/2018,11,50,10
3/21/2018,3,50,10
3/22/2018,11,50,10
3/23/2018,16,50,10
3/24/2018,6,50,10
3/25/2018,5,50,10
3/26/2018,15,50,10
3/27/2018,11,50,10
3/28/2018,16,50,10
3/29/2018,15,50,10
3/30/2018,3,50,10
3/31/2018,7,50,10
4/1/2018,4,50,10
4/2/2018,14,50,10
4/3/2018,23,50,10
4/4/2018,20,50,10
4/5/2018,22,50,10
4/6/2018,20,50,10
4/7/2018,16,50,10
4/8/2018,12,50,10
4/9/2018,17,50,10
4/10/2018,14,50,10
4/11/2018,4,50,10
4/12/2018,22,50,10
4/13/2018,21,50,10
4/14/2018,14,50,10
4/15/2018,14,50,10
4/16/2018,25,50,10
4/17/2018,18,50,10
4/18/2018,17,50,10
4/19/2018,20,50,10
4/20/2018,22,50,10
4/21/2018,22,50,10
4/22/2018,15,50,10
4/23/2018,13,50,10
4/24/2018,5,50,10
4/25/2018,15,50,10
4/26/2018,21,50,10
4/27/2018,12,50,10
4/28/2018,2,50,10
4/29/2018,6,50,10
4/30/2018,15,50,10
5/1/2018,9,50,10
5/2/2018,16,50,10
5/3/2018,9,50,10
5/4/2018,12,50,10
5/5/2018,9,50,10
5/6/2018,9,50,10
5/7/2018,8,50,10
5/8/2018,17,50,10
5/9/2018,18,50,10
5/10/2018,22,50,10
5/11/2018,6,50,10
5/12/2018,7,50,10
5/13/2018,9,50,10
5/14/2018,11,50,10
5/15/2018,21,50,10
5/16/2018,15,50,10
5/17/2018,12,50,10
5/18/2018,11,50,10
5/19/2018,12,50,10
5/20/2018,6,50,10
5/21/2018,12,50,10
5/22/2018,33,50,10
5/23/2018,54,50,10
5/24/2018,20,50,10
5/25/2018,13,50,10
5/26/2018,8,50,10
5/27/2018,6,50,10
5/28/2018,11,50,10
5/29/2018,6,50,10
5/30/2018,8,50,10
5/31/2018,13,50,10
6/1/2018,6,50,10
6/2/2018,2,50,10
6/3/2018,2,50,10
6/4/2018,4,50,10
6/5/2018,0,50,10
6/6/2018,0,50,10
6/7/2018,0,50,10
6/8/2018,0,50,10
6/9/2018,0,50,10
6/10/2018,0,50,10
6/11/2018,0,50,10
6/12/2018,0,50,10
6/13/2018,0,50,10
6/14/2018,0,50,10
6/15/2018,0,50,10
6/16/2018,0,50,10
6/17/2018,0,50,10
6/18/2018,0,50,10
6/19/2018,0,50,10
6/20/2018,0,50,10
6/21/2018,0,50,10
6/22/2018,0,50,10
6/23/2018,0,50,10
6/24/2018,0,50,10
6/25/2018,0,50,10
6/26/2018,0,50,10
6/27/2018,0,50,10
6/28/2018,0,50,10
6/29/2018,0,50,10
6/30/2018,0,50,10
